88, 173
89, 173
91, 173
92, 173
93, 173
93, 174
95, 175
97, 176
98, 176
100, 178
103, 180
104, 181
105, 181
106, 182
107, 182
108, 182
110, 184
111, 185
113, 186
115, 186
116, 187
116, 188
119, 189
122, 190
125, 191
128, 192
129, 192
130, 192
133, 193
134, 193
140, 194
146, 194
150, 194
151, 194
153, 194
155, 194
156, 194
157, 194
158, 194
159, 194
162, 193
165, 192
168, 191
169, 190
170, 190
172, 189
173, 188
173, 187
174, 187
175, 186
178, 185
179, 183
180, 183
181, 183
183, 181
185, 180
185, 179
185, 179
185, 179
