125, 86
127, 86
129, 86
130, 86
131, 86
133, 86
134, 86
135, 86
137, 86
138, 86
139, 86
140, 86
141, 86
142, 86
141, 86
139, 86
139, 87
138, 87
137, 87
136, 87
135, 87
134, 87
134, 88
133, 88
132, 88
131, 88
130, 88
129, 88
128, 88
127, 88
128, 88
129, 88
130, 88
131, 88
132, 88
133, 88
134, 88
135, 88
136, 88
137, 88
138, 88
139, 88
140, 88
141, 88
140, 88
139, 88
138, 88
136, 88
134, 88
133, 88
131, 88
130, 88
129, 88
128, 88
127, 88
128, 88
129, 88
130, 88
132, 87
133, 87
134, 86
136, 86
137, 86
138, 85
139, 85
140, 85
140, 84
141, 84
139, 85
138, 85
137, 86
136, 86
135, 86
134, 86
133, 86
132, 86
131, 86
130, 86
129, 86
128, 86
127, 86
126, 86
127, 86
129, 86
130, 86
132, 86
133, 86
135, 86
137, 86
138, 86
139, 86
140, 86
141, 87
142, 87
143, 87
144, 88
143, 88
142, 88
141, 88
139, 88
138, 88
137, 88
136, 88
135, 88
134, 88
133, 88
131, 88
130, 88
129, 88
128, 88
127, 88
128, 88
129, 88
130, 88
132, 88
133, 88
134, 88
136, 88
137, 88
138, 88
139, 88
140, 88
141, 88
142, 88
143, 88
144, 88
143, 88
142, 88
141, 88
140, 88
139, 88
138, 88
137, 88
135, 89
135, 90
133, 90
131, 91
130, 91
129, 91
128, 91
127, 91
128, 91
129, 91
130, 91
132, 91
133, 90
134, 89
135, 89
136, 89
137, 89
138, 89
138, 88
139, 88
140, 88
140, 88
140, 88
