103, 89
104, 89
106, 89
107, 89
108, 89
109, 89
110, 89
111, 89
112, 89
113, 89
114, 89
115, 89
116, 89
117, 89
118, 89
119, 89
120, 89
122, 89
123, 89
124, 89
125, 89
126, 89
127, 88
128, 88
129, 88
130, 88
131, 88
133, 87
136, 86
137, 86
138, 86
139, 86
140, 86
141, 86
142, 86
143, 86
144, 86
145, 86
146, 87
147, 87
148, 87
149, 87
148, 87
146, 87
145, 88
144, 88
142, 89
141, 89
140, 90
140, 91
138, 91
137, 92
136, 92
136, 93
135, 93
134, 93
133, 93
132, 93
131, 93
130, 93
129, 93
128, 93
127, 92
125, 92
124, 92
123, 92
122, 92
121, 92
120, 92
119, 92
118, 92
117, 92
116, 92
115, 92
113, 92
112, 92
111, 92
110, 92
109, 92
108, 92
108, 91
108, 90
109, 90
110, 90
111, 89
112, 89
113, 89
114, 89
115, 89
115, 88
116, 88
117, 88
118, 88
118, 87
119, 87
120, 87
121, 87
122, 86
123, 86
124, 86
125, 86
126, 85
127, 85
128, 85
129, 85
130, 85
131, 85
132, 85
133, 85
134, 85
135, 85
136, 85
137, 85
138, 85
139, 85
140, 85
141, 85
142, 85
143, 85
143, 84
144, 84
145, 84
146, 84
147, 84
148, 84
149, 84
148, 84
147, 84
145, 84
144, 84
143, 84
142, 84
141, 84
140, 85
139, 85
138, 85
137, 86
136, 86
136, 87
135, 87
134, 87
133, 87
132, 88
131, 88
130, 88
129, 88
129, 89
128, 89
127, 89
126, 89
125, 89
124, 90
123, 90
122, 90
121, 90
120, 91
119, 91
118, 91
117, 91
116, 91
115, 91
114, 91
113, 91
112, 91
111, 91
110, 91
109, 91
109, 90
108, 90
110, 90
111, 90
113, 90
114, 90
115, 90
116, 90
118, 90
120, 90
121, 90
122, 90
123, 90
124, 90
126, 90
127, 90
128, 90
129, 90
130, 90
131, 90
132, 90
133, 90
134, 90
135, 90
136, 90
137, 90
138, 90
139, 90
140, 90
141, 89
142, 89
143, 89
144, 89
145, 89
146, 89
147, 89
147, 89
147, 89
