73, 149
74, 149
76, 149
82, 149
83, 149
90, 149
98, 149
102, 149
104, 149
105, 149
106, 150
108, 152
111, 154
114, 157
116, 158
117, 160
118, 161
119, 164
121, 166
122, 168
122, 169
123, 171
123, 172
124, 174
125, 177
126, 179
126, 181
126, 183
126, 184
126, 185
127, 186
127, 187
127, 188
127, 189
127, 190
127, 191
128, 192
128, 193
129, 194
130, 196
130, 197
131, 198
131, 199
134, 201
135, 202
137, 203
138, 204
139, 204
139, 205
140, 206
142, 206
142, 207
147, 209
151, 211
153, 212
154, 212
156, 212
158, 213
159, 214
161, 214
162, 214
163, 214
164, 214
165, 214
167, 214
168, 214
169, 214
170, 214
171, 214
172, 213
173, 213
175, 212
176, 212
177, 212
178, 211
179, 211
179, 208
182, 205
184, 203
184, 202
186, 200
187, 199
187, 198
188, 196
190, 194
192, 191
193, 189
193, 188
194, 188
194, 187
195, 184
196, 183
197, 182
197, 180
198, 180
198, 179
199, 178
199, 177
200, 176
200, 175
201, 174
202, 173
203, 171
204, 170
204, 169
205, 169
205, 167
207, 165
208, 163
209, 163
209, 162
210, 162
211, 162
212, 162
213, 162
215, 162
216, 162
217, 163
219, 164
220, 164
221, 165
223, 166
224, 166
224, 167
225, 167
225, 168
226, 169
227, 171
228, 173
228, 174
229, 175
229, 176
229, 177
229, 180
229, 181
229, 182
229, 183
229, 184
229, 185
230, 186
230, 187
230, 187
230, 189
224, 192
223, 193
220, 194
219, 195
218, 195
218, 195
218, 195
